period,true_value,mm_signal,mm_bid,mm_ask,mm_num_buys,mm_num_sells,mm_pnl,bot_tight_bid,bot_tight_ask,bot_wide_bid,bot_wide_ask,bot_skewed_bid,bot_skewed_ask,bot_noisy_bid,bot_noisy_ask,bot_fade_bid,bot_fade_ask
206,949.64,925.09,855.09,995.09,11,0,500.01,921.13,1031.13,822.38,1062.38,892.16,1047.16,906.01,1008.65,834.47,1046.64
207,592.37,503.11,433.11,573.11,23,0,-443.07,540.59,650.59,414.98,654.98,471.34,626.34,543.87,663.86,514.33,613.5
208,799.94,903.31,833.31,973.31,0,29,-967.8,736.76,846.76,685.06,925.06,804.41,959.41,773.01,857.55,772.53,962.84
209,945.65,933.44,863.44,1003.44,2,0,115.6,958.21,1068.21,770.34,1010.34,915.05,1070.05,948.83,1090.04,830.19,1040.84
210,909.84,854.59,784.59,924.59,9,0,132.67,870.12,980.12,857.74,1097.74,893.79,1048.79,875.18,1021.67,828.78,1038.94
211,351.88,357.48,287.48,427.48,0,0,0.0,376.31,486.31,224.38,464.38,320.95,475.95,239.97,402.0,348.57,457.64
212,16.72,38.54,0.0,108.54,0,11,183.94,0.0,69.44,0.0,120.0,0.0,105.5,0.0,4.39,0.0,115.0
213,71.16,36.26,0.0,106.26,12,0,421.28,84.44,194.44,0.0,230.86,0.0,143.69,30.27,126.98,0.0,132.86
214,759.29,678.59,608.59,748.59,0,0,0.0,672.54,782.54,596.96,836.96,660.27,815.27,644.22,731.04,669.81,823.86
215,158.02,90.39,20.39,160.39,17,0,40.2,70.91,180.91,49.46,289.46,174.35,329.35,85.21,161.37,65.04,248.07
216,766.56,791.19,721.19,861.19,0,0,0.0,708.46,818.46,629.87,869.87,752.04,907.04,677.92,846.13,680.08,837.76
217,634.55,560.45,490.45,630.45,23,0,-94.23,557.13,667.13,509.95,749.95,577.14,732.14,663.56,729.21,574.22,694.53
218,528.97,531.81,461.81,601.81,0,0,0.0,512.47,622.47,354.0,594.0,490.89,645.89,460.92,526.64,449.58,532.3
219,781.72,770.75,700.75,840.75,0,0,0.0,690.56,800.56,718.75,958.75,746.6,901.6,840.25,904.7,666.24,819.03
220,793.72,815.92,745.92,885.92,0,0,0.0,748.84,858.84,704.02,944.02,670.88,825.88,766.24,959.5,732.08,908.1
221,695.17,756.97,686.97,826.97,0,13,106.6,628.81,738.81,511.64,751.64,671.76,826.76,599.6,788.11,686.5,846.44
222,974.95,940.66,870.66,1010.66,12,0,428.53,919.24,1029.24,830.61,1070.61,1009.19,1164.19,879.76,1024.34,846.55,1062.99
223,999.8,1043.95,973.95,1113.95,0,7,180.9,853.26,963.26,871.16,1111.16,935.76,1090.76,892.29,1077.35,870.25,1095.04
224,912.26,852.08,782.08,922.08,17,0,166.87,827.88,937.88,742.78,982.78,875.73,1030.73,887.73,1008.41,810.9,1014.74
225,998.14,961.84,891.84,1031.84,0,0,0.0,877.47,987.47,850.53,1090.53,895.89,1050.89,915.07,1055.22,935.27,1183.01
226,354.91,293.29,223.29,363.29,9,0,75.4,298.04,408.04,244.98,484.98,342.16,497.16,261.95,376.32,312.67,431.1
227,430.42,430.75,360.75,500.75,0,0,0.0,323.6,433.6,224.88,464.88,341.11,496.11,366.62,471.03,457.6,538.23
228,213.11,119.97,49.97,189.97,17,0,-393.4,240.45,350.45,46.46,286.46,160.03,315.03,144.41,295.24,71.77,253.04
229,286.75,303.51,233.51,373.51,0,0,0.0,279.1,389.1,173.49,413.49,327.02,482.02,234.6,363.67,252.54,386.66
230,208.15,230.88,160.88,300.88,0,0,0.0,166.77,276.77,137.69,377.69,153.77,308.77,122.93,266.75,159.55,317.93
231,679.98,648.94,578.94,718.94,0,0,0.0,652.16,762.16,616.26,856.26,525.49,680.49,602.23,650.34,502.82,597.93
232,428.96,514.42,444.42,584.42,0,23,-355.62,342.5,452.5,331.03,571.03,291.55,446.55,295.83,432.48,315.07,432.88
233,970.52,954.11,884.11,1024.11,0,0,0.0,897.62,1007.62,864.16,1104.16,1016.01,1171.01,904.89,1013.69,908.26,1146.47
234,975.53,996.94,926.94,1066.94,0,0,0.0,990.75,1100.75,845.01,1085.01,880.1,1035.1,887.42,1074.89,812.86,1017.4
235,690.33,762.46,692.46,832.46,0,20,-42.61,624.74,734.74,514.64,754.64,628.74,783.74,680.56,807.32,550.32,662.2
236,642.81,623.05,553.05,693.05,0,0,0.0,623.4,733.4,536.15,776.15,551.85,706.85,484.21,572.25,599.07,728.16
237,372.97,241.0,171.0,311.0,32,0,-1983.21,302.4,412.4,156.27,396.27,175.27,330.27,374.74,529.23,154.61,314.28
238,680.85,672.12,602.12,742.12,0,0,0.0,639.34,749.34,588.44,828.44,687.79,842.79,594.14,714.28,551.97,664.43
239,377.86,392.13,322.13,462.13,0,0,0.0,278.14,388.14,263.17,503.17,324.82,479.82,300.34,409.5,347.69,456.99
240,914.05,839.21,769.21,909.21,0,0,0.0,897.12,1007.12,742.27,982.27,810.97,965.97,775.51,878.07,772.16,962.34
241,756.4,776.61,706.61,846.61,0,0,0.0,662.1,772.1,613.02,853.02,660.32,815.32,782.99,867.51,741.58,920.96
242,102.94,148.32,78.32,218.32,0,4,98.48,36.8,146.8,0.0,212.07,52.05,207.05,66.97,197.53,0.0,172.04
243,733.73,701.61,631.61,771.61,0,0,0.0,620.64,730.64,648.88,888.88,738.56,893.56,667.18,751.78,623.16,760.75
244,830.93,869.21,799.21,939.21,0,0,0.0,732.44,842.44,725.57,965.57,742.94,897.94,835.26,976.06,690.99,852.52
245,539.67,471.97,401.97,541.97,17,0,39.12,553.72,663.72,364.09,604.09,517.74,672.74,503.83,611.95,466.97,549.43
246,89.44,90.39,20.39,160.39,2,0,141.9,84.98,194.98,28.14,268.14,145.24,300.24,160.07,233.39,36.89,227.27
247,766.51,706.01,636.01,776.01,15,0,142.56,715.59,825.59,614.66,854.66,660.02,815.02,723.83,825.89,733.05,909.42
248,362.01,347.31,277.31,417.31,0,0,0.0,378.28,488.28,287.99,527.99,291.63,446.63,314.97,410.69,198.84,346.97
249,590.43,599.12,529.12,669.12,0,0,0.0,564.98,674.98,502.37,742.37,423.96,578.96,543.72,646.13,552.25,664.8
250,247.89,330.94,260.94,400.94,0,20,-261.07,164.54,274.54,152.68,392.68,202.43,357.43,227.05,297.09,180.5,333.41
251,152.22,166.72,96.72,236.72,0,0,0.0,41.77,151.77,0.0,196.31,48.25,203.25,132.98,216.37,1.05,200.78
252,407.12,381.48,311.48,451.48,0,0,0.0,287.88,397.88,268.46,508.46,341.74,496.74,315.38,431.38,398.2,494.33
253,607.04,620.09,550.09,690.09,0,0,0.0,536.14,646.14,455.44,695.44,624.79,779.79,481.55,666.38,570.62,689.66
254,239.81,244.54,174.54,314.54,0,0,0.0,194.55,304.55,103.3,343.3,159.49,314.49,280.91,410.67,107.87,279.73
255,70.16,105.25,35.25,175.25,0,0,0.0,72.33,182.33,0.0,166.06,21.55,176.55,0.0,51.42,0.0,170.33
256,591.41,625.93,555.93,695.93,0,6,212.88,496.86,606.86,504.07,744.07,522.02,677.02,483.81,577.93,552.34,664.94
257,896.14,938.95,868.95,1008.95,0,0,0.0,811.91,921.91,855.43,1095.43,895.37,1050.37,939.62,1103.36,754.23,938.08
258,118.03,44.39,0.0,114.39,23,0,-83.91,37.59,147.59,0.0,167.08,84.67,239.67,84.03,213.27,0.0,197.75
259,893.63,756.27,686.27,826.27,27,0,-1818.87,830.57,940.57,815.09,1055.09,812.06,967.06,760.84,976.86,800.66,1000.89
260,25.01,79.71,9.71,149.71,0,11,168.27,0.0,71.67,0.0,120.0,0.0,124.89,0.0,48.39,0.0,194.44
261,354.73,457.64,387.64,527.64,0,25,-822.74,252.88,362.88,247.23,487.23,275.55,430.55,339.66,483.26,206.05,352.29
262,461.09,582.75,512.75,652.75,0,25,-1291.6,473.77,583.77,337.99,577.99,307.0,462.0,480.09,622.32,375.89,477.83
263,281.78,329.9,259.9,399.9,0,0,0.0,214.49,324.49,195.07,435.07,266.43,421.43,205.39,275.56,233.95,372.92
264,399.79,478.41,408.41,548.41,0,18,-155.07,308.06,418.06,321.67,561.67,353.7,508.7,358.45,418.49,320.79,437.1
265,110.33,124.19,54.19,194.19,0,0,0.0,37.73,147.73,0.0,157.8,84.86,239.86,0.0,139.96,47.23,234.91
266,946.91,893.57,823.57,963.57,0,0,0.0,829.25,939.25,927.35,1167.35,882.79,1037.79,908.62,970.15,848.57,1065.72
267,376.2,479.06,409.06,549.06,0,21,-689.96,351.32,461.32,239.58,479.58,304.28,459.28,367.92,514.98,312.16,430.72
268,504.02,472.37,402.37,542.37,0,0,0.0,387.49,497.49,387.42,627.42,474.66,629.66,404.75,510.76,440.95,525.92
269,639.52,606.63,536.63,676.63,0,0,0.0,559.96,669.96,580.76,820.76,562.99,717.99,544.76,655.92,575.53,696.31
270,547.04,584.99,514.99,654.99,0,0,0.0,488.77,598.77,435.1,675.1,554.47,709.47,496.34,596.64,507.96,604.89
271,698.99,796.08,726.08,866.08,0,21,-568.86,655.66,765.66,605.78,845.78,707.21,862.21,586.08,711.12,662.42,813.87
272,216.47,332.36,262.36,402.36,0,0,0.0,278.22,388.22,179.29,419.29,110.05,265.05,128.19,239.23,145.03,307.2
273,87.1,135.94,65.94,205.94,0,0,0.0,138.9,248.9,0.0,189.19,105.73,260.73,76.21,264.96,18.32,213.54
274,558.42,584.17,514.17,654.17,0,0,0.0,562.96,672.96,379.06,619.06,443.41,598.41,431.42,604.65,481.08,568.51
275,557.91,569.52,499.52,639.52,0,0,0.0,539.82,649.82,407.25,647.25,445.28,600.28,438.69,579.88,493.34,585.1
276,0.37,13.05,0.0,83.05,0,0,0.0,0.0,58.06,0.0,120.0,0.0,100.0,27.53,150.86,0.0,115.0
277,267.34,317.6,247.6,387.6,0,9,177.66,127.38,237.38,171.25,411.25,110.76,265.76,115.65,279.32,197.97,346.33
278,186.24,286.31,216.31,356.31,0,19,-571.24,171.41,281.41,85.54,325.54,110.53,265.53,22.2,148.82,93.31,268.97
279,816.41,827.27,757.27,897.27,0,0,0.0,723.43,833.43,711.62,951.62,772.12,927.12,704.33,895.75,726.01,899.9
280,610.83,672.69,602.69,742.69,0,0,0.0,587.13,697.13,434.41,674.41,646.16,801.16,456.47,632.52,627.8,767.03
281,528.73,530.65,460.65,600.65,0,0,0.0,474.5,584.5,244.15,484.15,439.41,594.41,401.41,523.03,485.06,573.9
282,488.02,500.15,430.15,570.15,0,0,0.0,461.75,571.75,442.63,682.63,457.78,612.78,311.36,494.38,378.18,479.52
283,890.22,833.95,763.95,903.95,14,0,192.23,795.14,905.14,763.3,1003.3,813.68,968.68,852.84,953.04,840.51,1054.81
284,157.14,203.0,133.0,273.0,0,12,289.73,84.22,194.22,0.0,214.35,112.71,267.71,91.35,191.33,83.94,262.04
285,575.8,561.58,491.58,631.58,0,0,0.0,537.21,647.21,485.79,725.79,522.88,677.88,511.78,577.05,554.66,668.07
286,399.05,372.17,302.17,442.17,8,0,344.96,342.87,452.87,303.93,543.93,311.05,466.05,413.44,537.6,343.29,453.74
287,962.49,906.87,836.87,976.87,0,0,0.0,1010.39,1120.39,936.34,1176.34,808.92,963.92,906.29,976.14,903.82,1140.46
288,169.0,176.67,106.67,246.67,0,0,0.0,94.95,204.95,72.62,312.62,166.71,321.71,22.44,190.92,47.39,235.03
289,28.14,0.0,0.0,70.0,0,7,196.98,0.0,55.0,0.0,130.3,0.0,126.36,0.0,64.33,0.0,188.17
290,893.84,900.41,830.41,970.41,0,0,0.0,780.81,890.81,827.65,1067.65,835.37,990.37,876.92,982.38,852.62,1071.19
291,578.32,472.86,402.86,542.86,18,0,-638.26,565.31,675.31,389.74,629.74,445.42,600.42,459.39,589.29,567.42,685.33
292,991.11,1025.82,955.82,1095.82,0,0,0.0,970.52,1080.52,829.24,1069.24,872.85,1027.85,977.04,1065.56,872.64,1098.28
293,206.99,209.09,139.09,279.09,0,0,0.0,163.42,273.42,129.69,369.69,170.75,325.75,57.29,258.54,192.98,342.64
294,584.39,617.72,547.72,687.72,0,7,256.67,542.16,652.16,424.98,664.98,500.81,655.81,547.19,688.41,500.13,594.29
295,933.15,929.29,859.29,999.29,0,0,0.0,803.68,913.68,790.73,1030.73,915.09,1070.09,808.0,971.6,858.96,1079.77
296,155.7,177.18,107.18,247.18,0,5,242.61,50.09,160.09,0.0,219.59,104.54,259.54,93.74,295.05,23.95,217.7
297,166.77,162.66,92.66,232.66,0,0,0.0,185.02,295.02,163.39,403.39,155.94,310.94,156.53,227.89,175.73,329.89
298,773.01,781.56,711.56,851.56,0,0,0.0,669.23,779.23,684.16,924.16,672.29,827.29,752.77,920.68,632.94,773.98
299,430.52,448.6,378.6,518.6,0,0,0.0,459.25,569.25,262.57,502.57,359.06,514.06,342.31,495.56,342.9,453.45
300,446.83,398.55,328.55,468.55,11,0,238.95,453.92,563.92,349.48,589.48,386.52,541.52,444.43,579.82,422.93,512.6
301,170.25,231.49,161.49,301.49,0,14,122.63,55.85,165.85,48.57,288.57,37.34,192.34,133.02,243.53,44.02,232.53
302,230.93,205.46,135.46,275.46,6,0,267.14,234.06,344.06,106.86,346.86,159.69,314.69,107.71,287.98,150.74,311.42
303,742.8,647.48,577.48,717.48,19,0,-481.05,675.49,785.49,638.3,878.3,702.36,857.36,704.25,806.6,596.74,725.0
304,291.07,353.81,283.81,423.81,0,13,94.38,200.07,310.07,84.6,324.6,188.76,343.76,229.04,373.36,160.52,318.65
305,324.63,226.77,156.77,296.77,19,0,-529.33,284.17,394.17,131.6,371.6,203.98,358.98,260.91,475.49,210.78,355.79
306,552.87,583.21,513.21,653.21,0,0,0.0,458.46,568.46,511.04,751.04,514.21,669.21,486.79,648.25,462.84,543.84
307,668.26,649.74,579.74,719.74,0,0,0.0,478.71,588.71,423.67,663.67,574.04,729.04,659.24,778.36,548.89,660.26
308,436.42,388.52,318.52,458.52,0,0,0.0,452.26,562.26,365.02,605.02,422.25,577.25,367.61,523.01,290.85,414.98
309,551.91,574.51,504.51,644.51,0,0,0.0,492.7,602.7,490.45,730.45,487.72,642.72,530.19,686.2,452.66,534.58
310,624.04,630.34,560.34,700.34,0,0,0.0,542.01,652.01,550.03,790.03,529.62,684.62,661.32,792.95,569.61,688.29
311,109.83,123.12,53.12,193.12,0,3,170.14,0.0,58.88,0.0,190.53,47.38,202.38,37.95,158.08,31.83,223.53
312,909.23,933.75,863.75,1003.75,0,0,0.0,882.76,992.76,793.25,1033.25,860.64,1015.64,828.08,943.81,826.36,1035.66
313,173.78,214.59,144.59,284.59,0,0,0.0,103.82,213.82,53.4,293.4,77.41,232.41,170.28,283.84,92.87,268.64
314,102.53,161.74,91.74,231.74,0,0,0.0,85.42,195.42,0.0,210.33,34.26,189.26,93.45,130.97,0.0,170.18
315,980.97,1045.45,975.45,1115.45,0,0,0.0,1001.9,1111.9,856.81,1096.81,883.04,1038.04,861.81,932.17,817.75,1024.01
316,477.23,552.07,482.07,622.07,0,0,0.0,486.28,596.28,400.76,640.76,454.44,609.44,398.75,537.19,355.08,462.45
317,273.12,328.46,258.46,398.46,0,0,0.0,226.53,336.53,171.21,411.21,155.29,310.29,294.71,385.7,154.91,314.5
318,119.05,200.07,130.07,270.07,0,21,-231.35,7.78,117.78,0.0,195.2,47.72,202.72,6.9,193.51,75.14,255.54
319,536.43,598.38,528.38,668.38,0,15,120.78,491.53,601.53,341.31,581.31,461.36,616.36,399.58,617.45,448.39,531.42
320,162.69,135.19,65.19,205.19,0,0,0.0,68.77,178.77,0.0,237.13,164.48,319.48,78.38,230.23,183.45,335.59
321,317.86,343.73,273.73,413.73,0,0,0.0,289.97,399.97,227.96,467.96,270.18,425.18,215.05,328.96,288.7,413.39
322,232.11,185.61,115.61,255.61,0,0,0.0,124.23,234.23,70.0,310.0,147.32,302.32,215.97,287.46,185.59,337.17
323,955.29,890.89,820.89,960.89,14,0,78.39,952.49,1062.49,862.26,1102.26,855.91,1010.91,971.28,1112.32,903.62,1140.19
324,802.13,936.1,866.1,1006.1,0,27,-1727.21,690.96,800.96,689.13,929.13,794.08,949.08,702.63,859.79,771.57,961.54
325,445.33,447.82,377.82,517.82,0,0,0.0,444.46,554.46,239.51,479.51,282.67,437.67,419.82,476.82,445.91,529.58
326,88.51,70.37,0.37,140.37,0,0,0.0,116.15,226.15,0.0,163.81,70.43,225.43,38.52,101.87,0.46,200.34
327,544.32,633.76,563.76,703.76,0,26,-505.51,499.66,609.66,381.47,621.47,483.04,638.04,547.41,646.88,433.97,520.76
328,357.33,330.38,260.38,400.38,0,0,0.0,303.48,413.48,290.94,530.94,293.12,448.12,324.68,437.44,213.31,357.67
329,33.21,25.0,0.0,95.0,0,0,0.0,92.67,202.67,0.0,140.02,0.0,100.0,0.0,70.42,0.78,200.58
330,472.38,447.68,377.68,517.68,0,0,0.0,352.32,462.32,549.46,789.46,444.7,599.7,368.62,541.92,442.87,527.34
331,315.93,332.18,262.18,402.18,0,0,0.0,246.32,356.32,174.5,414.5,283.32,438.32,334.61,425.14,220.08,362.67
332,315.46,312.38,242.38,382.38,0,0,0.0,324.98,434.98,185.32,425.32,308.77,463.77,243.5,384.18,281.69,408.2
333,13.02,10.23,0.0,80.23,0,0,0.0,35.01,145.01,0.0,169.62,0.0,126.79,0.0,76.64,0.0,138.36
334,26.51,20.75,0.0,90.75,4,0,256.98,13.22,123.22,0.0,138.4,4.68,159.68,0.27,134.11,0.0,125.5
335,287.43,287.45,217.45,357.45,0,0,0.0,226.59,336.59,146.74,386.74,242.06,397.06,208.58,335.23,130.7,296.6
336,774.55,723.48,653.48,793.48,0,0,0.0,702.86,812.86,681.13,921.13,686.75,841.75,641.97,755.56,637.88,780.66
337,768.2,809.91,739.91,879.91,0,0,0.0,760.87,870.87,684.78,924.78,714.64,869.64,670.96,905.39,700.38,865.21
338,300.63,224.8,154.8,294.8,22,0,-128.26,373.53,483.53,224.08,464.08,177.61,332.61,188.05,324.66,180.56,333.46
339,45.13,0.0,0.0,70.0,16,0,397.89,33.21,143.21,0.0,143.34,62.83,217.83,38.31,188.47,0.0,145.33
340,416.84,420.86,350.86,490.86,0,0,0.0,399.59,509.59,374.54,614.54,436.05,591.05,423.54,541.87,382.18,482.48
341,9.73,30.24,0.0,100.24,0,11,107.05,0.0,92.48,0.0,168.92,0.0,145.13,0.0,68.22,0.0,182.49
342,621.5,730.16,660.16,800.16,0,23,-889.2,473.18,583.18,419.95,659.95,439.33,594.33,504.68,606.2,536.92,644.07
343,341.25,399.21,329.21,469.21,0,0,0.0,270.28,380.28,188.76,428.76,229.69,384.69,422.05,505.96,202.44,349.63
344,806.3,887.14,817.14,957.14,0,0,0.0,848.9,958.9,629.41,869.41,708.28,863.28,664.22,752.66,777.51,969.57
345,135.03,177.66,107.66,247.66,0,0,0.0,132.8,242.8,0.0,191.03,23.71,178.71,73.37,152.1,0.0,178.96
346,47.74,7.17,0.0,77.17,0,0,0.0,0.0,55.0,0.0,120.67,44.14,199.14,0.0,76.94,0.0,163.21
347,998.48,1026.92,956.92,1096.92,0,0,0.0,1037.84,1147.84,911.21,1151.21,919.73,1074.73,958.23,1031.6,851.4,1069.54
348,778.71,668.6,598.6,738.6,26,0,-1042.78,762.42,872.42,743.06,983.06,757.05,912.05,693.04,775.48,709.62,877.72
349,678.31,704.7,634.7,774.7,0,6,261.69,594.45,704.45,585.76,825.76,587.88,742.88,585.09,652.77,592.13,718.76
350,465.11,477.12,407.12,547.12,0,0,0.0,329.89,439.89,332.27,572.27,433.05,588.05,410.38,530.19,345.79,455.58
351,81.16,41.69,0.0,111.69,0,0,0.0,0.0,102.64,0.0,215.35,0.0,142.47,27.64,141.91,108.56,280.24
352,107.18,256.06,186.06,326.06,0,0,0.0,83.45,193.45,113.25,353.25,0.0,125.0,188.6,282.5,0.0,166.9
353,790.26,813.09,743.09,883.09,0,0,0.0,684.66,794.66,719.09,959.09,761.4,916.4,662.71,838.03,704.32,870.55
354,873.04,826.0,756.0,896.0,0,0,0.0,874.78,984.78,727.87,967.87,702.5,857.5,900.88,1023.81,762.75,949.6
355,420.87,355.41,285.41,425.41,9,0,40.82,420.68,530.68,233.72,473.72,325.81,480.81,381.79,516.67,305.87,426.07
356,315.4,304.53,234.53,374.53,0,0,0.0,276.79,386.79,115.6,355.6,177.63,332.63,177.0,361.08,277.39,405.03
357,708.13,697.41,627.41,767.41,0,0,0.0,711.04,821.04,556.72,796.72,665.91,820.91,641.99,755.33,691.02,852.56
358,242.38,217.72,147.72,287.72,0,0,0.0,194.45,304.45,109.62,349.62,255.53,410.53,94.9,222.24,194.08,343.45
359,992.0,965.97,895.97,1035.97,0,0,0.0,957.54,1067.54,875.78,1115.78,952.26,1107.26,1041.44,1147.33,824.05,1032.53
360,473.1,406.67,336.67,476.67,0,0,0.0,341.83,451.83,279.04,519.04,421.16,576.16,416.73,526.03,433.46,520.38
361,710.07,656.34,586.34,726.34,0,0,0.0,610.36,720.36,581.97,821.97,621.31,776.31,626.99,782.91,577.43,698.88
362,768.24,778.83,708.83,848.83,0,0,0.0,655.59,765.59,713.87,953.87,711.53,866.53,728.15,871.35,754.35,938.24
363,110.54,144.37,74.37,214.37,0,0,0.0,50.68,160.68,0.0,213.46,94.27,249.27,14.28,137.85,14.26,210.54
364,719.64,731.58,661.58,801.58,0,0,0.0,686.32,796.32,518.72,758.72,625.52,780.52,663.66,776.26,604.12,734.98
365,570.61,567.09,497.09,637.09,0,0,0.0,505.73,615.73,457.62,697.62,519.77,674.77,501.68,699.96,503.39,598.7
366,943.34,926.55,856.55,996.55,0,0,0.0,852.94,962.94,834.26,1074.26,847.8,1002.8,783.63,899.84,859.21,1080.1
367,235.08,217.78,147.78,287.78,0,0,0.0,95.37,205.37,46.69,286.69,155.62,310.62,150.29,238.45,104.99,277.6
368,264.76,250.23,180.23,320.23,0,0,0.0,153.08,263.08,115.66,355.66,238.43,393.43,325.39,463.74,268.89,398.75
369,191.73,130.68,60.68,200.68,11,0,98.43,205.54,315.54,52.17,292.17,73.91,228.91,163.12,211.22,77.34,257.17
370,196.02,92.7,22.7,162.7,0,0,0.0,99.4,209.4,78.1,318.1,90.96,245.96,76.25,144.48,195.0,344.13
371,106.66,118.29,48.29,188.29,0,0,0.0,12.61,122.61,42.9,282.9,0.0,138.27,66.8,168.37,0.0,187.72
372,192.99,184.91,114.91,254.91,0,0,0.0,120.64,230.64,50.95,290.95,181.72,336.72,85.18,255.69,47.81,235.34
373,958.06,914.17,844.17,984.17,0,0,0.0,857.25,967.25,857.57,1097.57,915.56,1070.56,854.2,999.55,861.35,1083.01
374,971.46,1000.43,930.43,1070.43,0,0,0.0,945.29,1055.29,811.32,1051.32,905.21,1060.21,827.04,940.42,792.56,989.94
375,459.57,439.48,369.48,509.48,0,0,0.0,491.21,601.21,351.4,591.4,393.68,548.68,468.58,582.65,394.64,491.69
376,400.01,313.18,243.18,383.18,23,0,-386.95,390.69,500.69,286.19,526.19,317.79,472.79,282.7,419.86,338.5,450.2
377,131.13,105.31,35.31,175.31,7,0,309.24,112.85,222.85,34.98,274.98,111.07,266.07,121.65,276.17,14.19,210.49
378,716.03,779.55,709.55,849.55,0,0,0.0,624.94,734.94,524.08,764.08,724.43,879.43,676.64,818.98,645.85,791.44
379,958.74,971.03,901.03,1041.03,0,0,0.0,950.69,1060.69,874.71,1114.71,840.29,995.29,944.46,1068.99,889.02,1120.43
380,412.63,439.71,369.71,509.71,0,0,0.0,394.79,504.79,270.74,510.74,285.51,440.51,272.35,407.69,326.92,441.64
381,382.06,408.01,338.01,478.01,0,4,176.22,246.3,356.3,240.26,480.26,269.18,424.18,264.04,342.26,278.9,406.14
382,643.96,669.07,599.07,739.07,0,0,0.0,630.04,740.04,514.69,754.69,572.32,727.32,647.03,697.86,573.32,693.32
383,376.02,258.6,188.6,328.6,31,0,-1469.96,372.09,482.09,133.57,373.57,286.62,441.62,382.09,456.72,262.33,393.89
384,812.32,758.92,688.92,828.92,0,0,0.0,752.05,862.05,739.71,979.71,768.37,923.37,555.65,741.88,705.83,872.59
385,235.7,211.81,141.81,281.81,0,0,0.0,224.88,334.88,72.08,312.08,275.15,430.15,133.09,220.43,288.28,413.08
386,501.39,521.59,451.59,591.59,0,0,0.0,472.05,582.05,378.6,618.6,412.59,567.59,432.28,552.99,394.49,491.58
387,634.18,634.44,564.44,704.44,0,0,0.0,435.48,545.48,438.77,678.77,508.11,663.11,577.21,750.13,661.91,813.18
388,825.51,806.42,736.42,876.42,0,0,0.0,763.13,873.13,661.98,901.98,748.1,903.1,747.05,896.97,769.12,958.22
389,777.91,892.54,822.54,962.54,0,23,-1026.43,753.77,863.77,573.56,813.56,739.22,894.22,648.39,815.47,671.67,826.38
390,11.44,8.03,0.0,78.03,0,9,102.94,0.0,55.0,0.0,120.0,0.0,149.11,0.0,79.32,0.0,161.7
391,266.82,292.2,222.2,362.2,0,5,223.09,150.66,260.66,127.99,367.99,218.33,373.33,124.1,329.89,221.94,364.04
392,337.13,353.8,283.8,423.8,0,0,0.0,299.28,409.28,179.4,419.4,365.56,520.56,292.88,438.29,210.77,355.79
393,972.65,989.2,919.2,1059.2,0,0,0.0,926.77,1036.77,772.72,1012.72,833.73,988.73,916.03,1042.67,787.01,982.42
394,426.53,531.71,461.71,601.71,0,29,-1020.38,347.31,457.31,260.8,500.8,305.97,460.97,407.54,545.96,328.65,442.92
395,670.62,699.97,629.97,769.97,0,0,0.0,679.07,789.07,501.13,741.13,665.0,820.0,532.64,687.55,600.3,729.82
396,411.66,435.29,365.29,505.29,0,12,556.5,332.19,442.19,269.63,509.63,264.93,419.93,335.42,477.35,353.08,460.97
397,976.76,917.29,847.29,987.29,12,0,126.37,920.28,1030.28,798.4,1038.4,907.38,1062.38,895.12,996.42,853.49,1072.36
398,644.02,676.17,606.17,746.17,0,0,0.0,582.16,692.16,645.4,885.4,624.5,779.5,659.97,749.3,581.95,704.99
399,260.23,257.55,187.55,327.55,0,0,0.0,232.86,342.86,139.86,379.86,202.03,357.03,91.02,253.61,279.04,406.25
400,718.03,736.13,666.13,806.13,0,0,0.0,634.19,744.19,591.53,831.53,701.26,856.26,664.85,755.08,546.13,656.53
401,806.09,848.39,778.39,918.39,0,7,193.92,736.65,846.65,664.4,904.4,714.43,869.43,729.4,784.27,758.6,943.99
402,688.17,664.53,594.53,734.53,0,0,0.0,586.82,696.82,598.23,838.23,676.69,831.69,692.57,822.35,646.78,792.7
403,744.1,783.38,713.38,853.38,0,0,0.0,670.98,780.98,631.66,871.66,748.35,903.35,673.23,833.49,692.87,855.05
404,31.79,9.86,0.0,79.86,0,11,349.7,0.0,55.0,0.0,120.43,0.0,154.65,0.0,65.44,0.0,115.0
405,515.93,402.61,332.61,472.61,26,0,-1126.3,438.65,548.65,439.04,679.04,453.86,608.86,447.47,510.06,526.52,629.99
406,121.8,56.78,0.0,126.78,7,0,34.85,96.13,206.13,0.0,238.45,64.6,219.6,0.0,138.15,0.0,168.26
407,833.18,784.58,714.58,854.58,6,0,128.38,774.42,884.42,712.43,952.43,739.12,894.12,744.12,929.04,704.96,871.42
408,769.49,784.4,714.4,854.4,0,0,0.0,761.01,871.01,680.08,920.08,705.42,860.42,695.95,764.65,655.95,805.1
409,937.47,1002.24,932.24,1072.24,0,0,0.0,823.86,933.86,802.6,1042.6,956.82,1111.82,850.5,983.29,823.64,1031.98
410,165.09,89.72,19.72,159.72,18,0,-96.81,147.35,257.35,27.82,267.82,75.21,230.21,39.61,213.79,164.12,321.31
411,864.11,867.04,797.04,937.04,0,0,0.0,770.06,880.06,756.32,996.32,726.83,881.83,772.77,876.47,804.37,1005.91
412,662.56,737.86,667.86,807.86,0,0,0.0,729.75,839.75,515.6,755.6,507.48,662.48,620.67,768.01,720.75,892.77
